0.641426, 0.0895284
0.687691, 0.0657223
0.655758, 0.0654612
0.644425, 0.0682459
0.548435, 0.039823
0.652339, 0.0647408
0.660742, 0.0464569
0.416001, 0.0379323
0.71247, 0.0661025
0.653911, 0.0668737
0.63254, 0.0587479
0.588483, 0.0700729
0.710492, 0.0581973
0.699526, 0.0631595
0.660849, 0.0445084
0.691049, 0.0561032
0.662362, 0.0600583
0.672274, 0.0593883
0.656076, 0.052243
0.623851, 0.0431775
0.669057, 0.0591457
0.722895, 0.0761738
0.712145, 0.0545309
0.715999, 0.0525794
0.667652, 0.0652778
0.681631, 0.0559008
0.681229, 0.0787198
0.652195, 0.0631822
0.623548, 0.0591289
0.660747, 0.0598857
0.710503, 0.0697611
0.638728, 0.0346637
0.676638, 0.0684654
0.563293, 0.066922
0.539105, 0.0349446
0.660539, 0.0601119
0.656193, 0.0683887
0.623957, 0.0667991
0.68893, 0.0584089
0.607921, 0.0493184
0.694001, 0.0713382
0.679721, 0.0653578
0.663118, 0.0624054
0.619552, 0.0498688
0.701458, 0.0368158
0.662577, 0.0784964
0.707686, 0.0575172
0.629422, 0.068756
0.670483, 0.0562192
0.731871, 0.0727741
0.704004, 0.078008
